[texto72] [mistério]
[brigada=militar] [ocupante]
[ocupante] [de]
[de] [carro]
[carro] [escuro]
[escuro] [ter]
[ter] [passar]
[passar] [por]
[por] [local]
[local] [em]
[em] [proximidade]
[proximidade] [de]
[de] [cruzamento]
[cruzamento] [de]
[de] [protásio]
[protásio] [com]
[com] [rua=tenente=ary=tarragô]
[rua=tenente=ary=tarragô] [em]
[em] [bairro=protásio=alves]
[bairro=protásio=alves] [homem]
[homem] [ferido]
[ferido] [de=acordo]
[de=acordo] [com]
[com] [20º]
[20º] [bpm]
[bpm] [ser]
[ser] [socorrer]
[socorrer] [levar]
[levar] [a]
[a] [hospital=cristo=redentor]

[texto79] [roubo]
[roubo] [em]
[em] [capital=lotérica]
[capital=lotérica] [em]
[em] [hipermercado]
[hipermercado] [ser]
[ser] [roubar]
[roubar] [em]
[em] [zona=norte=homens]
[zona=norte=homens] [armar]
[armar] [levar]
[levar] [r]
[r] [de]
[de] [agência]
[agência] [lotérico]
[lotérico] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [homem]
[homem] [armar]
[armar] [assaltar]
[assaltar] [em]
[em] [começo]
[começo] [de]
[de] [tarde]
[tarde] [de]
[de] [quarta]
[quarta] [agência]
[agência] [lotérico]
[lotérico] [dentro=de]
[dentro=de] [carrefour]
[carrefour] [em]
[em] [bairro=passo=d'areia]
[bairro=passo=d'areia] [sem]
[sem] [resistência]
[resistência] [grupo]
[grupo] [levar]
[levar] [r]
[r] [de]
[de] [estabelecimento]
[estabelecimento] [brigada=militar]
[brigada=militar] [ser]
[ser] [acionar]
[acionar] [depois]
[depois] [quarteto]
[quarteto] [deixar]
[deixar] [local]
[local] [caso]
[caso] [ser]
[ser] [apurar]
[apurar] [por]
[por] [9ª]
[9ª] [dp]

[texto80] [roubo]
[roubo] [em]
[em] [capita=homem]
[capita=homem] [ser]
[ser] [matar]
[matar] [em]
[em] [portão]
[portão] [de]
[de] [casa]
[casa] [paulo=ricardo=macieski=júnior]
[paulo=ricardo=macieski=júnior] [ser]
[ser] [chamar]
[chamar] [por]
[por] [executor]
[executor] [em]
[em] [bairro=piratini]
[bairro=piratini] [em]
[em] [alvorada=eduardo=torres]
[alvorada=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [polícia]
[polícia] [apurar]
[apurar] [circunstância]
[circunstância] [em]
[em] [paulo=ricardo=macieski=júnior]
[paulo=ricardo=macieski=júnior] [ano]
[ano] [ser]
[ser] [matar]
[matar] [em]
[em] [noite]
[noite] [de]
[de] [sábado]
[sábado] [em]
[em] [portão]
[portão] [de]
[de] [casa]
[casa] [em]
[em] [rua=são=pedro]
[rua=são=pedro] [bairro=piratini]
[bairro=piratini] [em]
[em] [alvorada]
[alvorada] [de=acordo]
[de=acordo] [com]
[com] [brigada=militar]
[brigada=militar] [rapaz]
[rapaz] [estar]
[estar] [dentro=de]
[dentro=de] [casa]
[casa] [com]
[com] [esposa]
[esposa] [por=volta=de]
[por=volta=de] [min]
[min] [quando]
[quando] [ser]
[ser] [chamar]
[chamar] [por]
[por] [homem]
[homem] [armar]
[armar] [em]
[em] [rua]
[rua] [a]
[a] [atender]
[atender] [ser]
[ser] [executar]
[executar] [a]
[a] [tiro]
[tiro] [paulo=ricardo]
[paulo=ricardo] [não]
[não] [ter]
[ter] [antecedente]
[antecedente] [criminal]
[criminal] [ainda]
[ainda] [não]
[não] [haver]
[haver] [suspeito]
[suspeito] [caso]
[caso] [ser]
[ser] [apurar]
[apurar] [por]
[por] [1ª]
[1ª] [dp]
[dp] [de]
[de] [alvorada]

[texto81] [homicídio=homem]
[homicídio=homem] [de]
[de] [ano]
[ano] [ser]
[ser] [matar]
[matar] [em]
[em] [vila=são=borja]
[vila=são=borja] [em]
[em] [zona=norte=da=capital]
[zona=norte=da=capital] [vítima]
[vítima] [identificar]
[identificar] [como]
[como] [gerson=luis=gauze]
[gerson=luis=gauze] [ser]
[ser] [matar]
[matar] [com]
[com] [golpe]
[golpe] [em]
[em] [cabeça]
[cabeça] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [homem]
[homem] [ser]
[ser] [encontrar]
[encontrar] [matar]
[matar] [em]
[em] [travessa=tupi]
[travessa=tupi] [vila=são=borja]
[vila=são=borja] [em]
[em] [zona=norte=da=capital]
[zona=norte=da=capital] [em]
[em] [tarde]
[tarde] [de]
[de] [terça-feira]
[terça-feira] [vítima]
[vítima] [ser]
[ser] [identificar]
[identificar] [como]
[como] [gerson=luis=gauze]
[gerson=luis=gauze] [de]
[de] [ano]
[ano] [de=acordo]
[de=acordo] [com]
[com] [investigação]
[investigação] [homem]
[homem] [ser]
[ser] [matar]
[matar] [com]
[com] [golpe]
[golpe] [em]
[em] [cabeça]
[cabeça] [suspeita]
[suspeita] [ser]
[ser] [de]
[de] [homicídio]
[homicídio] [ter]
[ter] [ser]
[ser] [motivar]
[motivar] [por]
[por] [desentendimento]
[desentendimento] [em]
[em] [bar]
[bar] [em]
[em] [proximidade]
[proximidade] [de]
[de] [local]
[local] [de]
[de] [crime]
[crime] [ocorrência]
[ocorrência] [estar]
[estar] [ser]
[ser] [investigar]
[investigar] [por]
[por] [3ª]
[3ª] [dhpp]
[dhpp] [de]
[de] [bairro]
[bairro] [sarandi]
[sarandi] [polícia]
[polícia] [estar]
[estar] [em]
[em] [local]
[local] [já]
[já] [haver]
[haver] [suspeito]
[suspeito] [para]
[para] [crime]
[crime] [ler]
[ler] [homem]
[homem] [ser]
[ser] [assassinar]
[assassinar] [a]
[a] [tiro]
[tiro] [em]
[em] [bairro=sarandi]
[bairro=sarandi] [em]
[em] [porto=alegre]
[porto=alegre] [após]
[após] [discussão]
[discussão] [homem]
[homem] [ser]
[ser] [matar]
[matar] [a]
[a] [tiro]
[tiro] [em]
[em] [vila=respeito]
[vila=respeito] [bairro=sarandi]

[texto82] [preso]
[preso] [em]
[em] [restinga=acusado]
[restinga=acusado] [de]
[de] [matar]
[matar] [policial]
[policial] [ser]
[ser] [capturar]
[capturar] [em]
[em] [zona=sul]
[zona=sul] [de]
[de] [capital=michel=dos=santos]
[capital=michel=dos=santos] [estar]
[estar] [foragido]
[foragido] [em]
[em] [matar]
[matar] [escrivão]
[escrivão] [de]
[de] [polícia]
[polícia] [durante]
[durante] [assalto]
[assalto] [em]
[em] [viamão=eduardo=torres]
[viamão=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [foi]
[foi] [prender]
[prender] [em]
[em] [manhã]
[manhã] [de]
[de] [quinta]
[quinta] [em]
[em] [bairro=restinga]
[bairro=restinga] [zona=sul=da=capital]
[zona=sul=da=capital] [foragido]
[foragido] [michel=dos=santos]
[michel=dos=santos] [ano]
[ano] [ser]
[ser] [procurar]
[procurar] [em]
[em] [viamão]
[viamão] [estar]
[estar] [esconder]
[esconder] [em]
[em] [último]
[último] [dia]
[dia] [em]
[em] [bairro]
[bairro] [desde=então]
[desde=então] [policial]
[policial] [de]
[de] [21º]
[21º] [bpm]
[bpm] [buscar]
[buscar] [pista]
[pista] [sobre]
[sobre] [michel]
[michel] [acabar]
[acabar] [abordar]
[abordar] [em]
[em] [avenida=joão=antônio=da=silveira]
[avenida=joão=antônio=da=silveira] [principal]
[principal] [de]
[de] [restinga]
[restinga] [michel]
[michel] [ter]
[ter] [condenação]
[condenação] [por]
[por] [morte]
[morte] [de]
[de] [escrivão]
[escrivão] [de]
[de] [polícia]
[polícia] [antônio=aldonir=rolim]
[antônio=aldonir=rolim] [ocorrer]
[ocorrer] [em]
[em] [dezembro]
[dezembro] [de]
[de] [dentro=de]
[dentro=de] [mercado]
[mercado] [em]
[em] [vila=planalto]
[vila=planalto] [em]
[em] [viamão]
[viamão] [policial]
[policial] [ser]
[ser] [assassinar]
[assassinar] [com]
[com] [tiro]
[tiro] [durante]
[durante] [assalto]
[assalto] [michel]
[michel] [ser]
[ser] [apresentar]
[apresentar] [em]
[em] [2ª]
[2ª] [dppa]

[texto83] [homicídio]
[homicídio] [em]
[em] [capital=jovem]
[capital=jovem] [executar]
[executar] [a]
[a] [tiro]
[tiro] [em]
[em] [zona=sul]
[zona=sul] [de]
[de] [porto=alegre]
[porto=alegre] [dionata=da=silva=pacheco]
[dionata=da=silva=pacheco] [ano]
[ano] [ser]
[ser] [matar]
[matar] [com]
[com] [tiro]
[tiro] [em]
[em] [bairro=aberta=dos=morros=eduardo=torres]
[bairro=aberta=dos=morros=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [jovem]
[jovem] [identificar]
[identificar] [como]
[como] [dionata=da=silva=pacheco]
[dionata=da=silva=pacheco] [ano]
[ano] [ser]
[ser] [executar]
[executar] [a]
[a] [tiro]
[tiro] [em]
[em] [começo]
[começo] [de]
[de] [madrugada]
[madrugada] [de]
[de] [segunda-feira]
[segunda-feira] [em]
[em] [zona=sul=da=capital]
[zona=sul=da=capital] [ter]
[ter] [ser]
[ser] [surpreender]
[surpreender] [por]
[por] [homem]
[homem] [em]
[em] [moto]
[moto] [em]
[em] [esquina]
[esquina] [entre]
[entre] [avenida=juca=batista]
[avenida=juca=batista] [rua=gedeon=leite]
[rua=gedeon=leite] [em]
[em] [bairro=aberta=dos=morros]
[bairro=aberta=dos=morros] [carona]
[carona] [de]
[de] [moto]
[moto] [ter]
[ter] [atirar]
[atirar] [vez]
[vez] [contra]
[contra] [dionata]
[dionata] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [adjunto]
[adjunto] [de]
[de] [4ª]
[4ª] [dhpp]
[dhpp] [rodrigo=pohlmann]
[rodrigo=pohlmann] [investigar]
[investigar] [caso]
[caso] [dionata]
[dionata] [ser]
[ser] [interno]
[interno] [de]
[de] [fase]
[fase] [por]
[por] [envolvimento]
[envolvimento] [com]
[com] [tráfico]
[tráfico] [família]
[família] [afirmar]
[afirmar] [a]
[a] [policial]
[policial] [no=entanto]
[no=entanto] [haver]
[haver] [afastar]
[afastar] [de]
[de] [criminalidade]

[texto84] [homicídio]
[homicídio] [em]
[em] [viamão=jovem]
[viamão=jovem] [ser]
[ser] [executar]
[executar] [por]
[por] [tráfico]
[tráfico] [em]
[em] [vila=augusta]
[vila=augusta] [em]
[em] [viamão=corpo]
[viamão=corpo] [ser]
[ser] [encontrar]
[encontrar] [em]
[em] [rua=nárgica=rodrigues=de=castro]
[rua=nárgica=rodrigues=de=castro] [ter]
[ter] [ser]
[ser] [matar]
[matar] [junto]
[junto] [a]
[a] [ponto]
[ponto] [de]
[de] [tráfico]
[tráfico] [em]
[em] [região]
[região] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [homem]
[homem] [aparentar]
[aparentar] [em=torno=de]
[em=torno=de] [ano]
[ano] [ainda]
[ainda] [não]
[não] [identificar]
[identificar] [ser]
[ser] [encontrar]
[encontrar] [matar]
[matar] [com]
[com] [tiro]
[tiro] [em]
[em] [cabeça]
[cabeça] [em]
[em] [rua=nárgica=rodrigues=de=castro]
[rua=nárgica=rodrigues=de=castro] [vila=augusta]
[vila=augusta] [em]
[em] [viamão]
[viamão] [por=volta=de]
[por=volta=de] [min]
[min] [de]
[de] [quarta]
[quarta] [suspeito]
[suspeito] [de]
[de] [polícia]
[polícia] [ser]
[ser] [de]
[de] [rapaz]
[rapaz] [não]
[não] [ter]
[ter] [ser]
[ser] [matar]
[matar] [em]
[em] [local]
[local] [sim]
[sim] [em]
[em] [rua=araranguá]
[rua=araranguá] [onde]
[onde] [funcionar]
[funcionar] [ponto]
[ponto] [de]
[de] [tráfico]
[tráfico] [de=acordo]
[de=acordo] [com]
[com] [chefe]
[chefe] [de]
[de] [investigação]
[investigação] [de]
[de] [2ª]
[2ª] [dp]
[dp] [local]
[local] [morador]
[morador] [ter]
[ter] [ouvir]
[ouvir] [disparo]
[disparo] [em]
[em] [começo]
[começo] [de]
[de] [madrugada]
[madrugada] [vítima]
[vítima] [ter]
[ter] [ser]
[ser] [levar]
[levar] [de]
[de] [ali]
[ali] [provavelmente]
[provavelmente] [já]
[já] [sem]
[sem] [vida]
[vida] [em]
[em] [carrinho]
[carrinho] [de]
[de] [papeleiro]
[papeleiro] [polícia]
[polícia] [já]
[já] [ter]
[ter] [suspeito]
[suspeito] [de]
[de] [crime]

[texto85] [apreensão]
[apreensão] [de]
[de] [droga]
[droga] [bm]
[bm] [flagrar]
[flagrar] [entrega]
[entrega] [de]
[de] [cocaína]
[cocaína] [em]
[em] [zona=leste]
[zona=leste] [de]
[de] [porto=alegre]
[porto=alegre] [foram]
[foram] [apreender]
[apreender] [pelo=menos]
[pelo=menos] [kg]
[kg] [de]
[de] [cocaína]
[cocaína] [em]
[em] [bairro=jardim=carvalho=eduardo=torres]
[bairro=jardim=carvalho=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [homem]
[homem] [de]
[de] [ano]
[ano] [ser]
[ser] [prender]
[prender] [em]
[em] [começo]
[começo] [de]
[de] [tarde]
[tarde] [de]
[de] [sexta]
[sexta] [quando]
[quando] [entregar]
[entregar] [quantidade]
[quantidade] [de]
[de] [cocaína]
[cocaína] [em]
[em] [bairro=jardim=carvalho]
[bairro=jardim=carvalho] [em]
[em] [zona=leste]
[zona=leste] [de]
[de] [porto=alegre]
[porto=alegre] [em]
[em] [uno]
[uno] [prata]
[prata] [em]
[em] [suspeito]
[suspeito] [ser]
[ser] [flagrar]
[flagrar] [policial]
[policial] [militar]
[militar] [de]
[de] [patrulhas=especiais]
[patrulhas=especiais] [de]
[de] [boe]
[boe] [encontrar]
[encontrar] [pelo=menos]
[pelo=menos] [kg]
[kg] [de]
[de] [cocaína]
[cocaína] [pequeno]
[pequeno] [quantidade]
[quantidade] [de]
[de] [crack]
[crack] [droga]
[droga] [ainda]
[ainda] [ser]
[ser] [pesar]

[texto86] [mistério=homem]
[mistério=homem] [ser]
[ser] [encontrar]
[encontrar] [sem]
[sem] [cabeça]
[cabeça] [braço]
[braço] [em]
[em] [viamão=corpo]
[viamão=corpo] [ser]
[ser] [encontrar]
[encontrar] [em]
[em] [sábado]
[sábado] [estar]
[estar] [em]
[em] [avançado]
[avançado] [estado]
[estado] [de]
[de] [decomposição]
[decomposição] [próximo=a]
[próximo=a] [córrego]
[córrego] [em]
[em] [bairro=espigão=o]
[bairro=espigão=o] [corpo]
[corpo] [de]
[de] [homem]
[homem] [ser]
[ser] [encontrar]
[encontrar] [sem]
[sem] [cabeça]
[cabeça] [braço]
[braço] [próximo=a]
[próximo=a] [córrego]
[córrego] [em]
[em] [estrada=do=campo=aberto]
[estrada=do=campo=aberto] [em]
[em] [bairro=espigão]
[bairro=espigão] [em]
[em] [viamão]
[viamão] [em]
[em] [início]
[início] [de]
[de] [tarde]
[tarde] [de]
[de] [sábado]
[sábado] [segundo]
[segundo] [2ª]
[2ª] [dp]
[dp] [de]
[de] [viamão]
[viamão] [vítima]
[vítima] [ainda]
[ainda] [apresentar]
[apresentar] [perfuração]
[perfuração] [em]
[em] [tórax]
[tórax] [polícia]
[polícia] [suspeitar]
[suspeitar] [corpo]
[corpo] [ser]
[ser] [de]
[de] [senhor]
[senhor] [de]
[de] [ano]
[ano] [estar]
[estar] [desaparecido]
[desaparecido] [desde]
[desde] [de]
[de] [novembro]
[novembro] [morar]
[morar] [em]
[em] [chácara]
[chácara] [em]
[em] [bairro]
[bairro] [registro]
[registro] [de]
[de] [desaparecimento]
[desaparecimento] [porém]
[porém] [só]
[só] [ser]
[ser] [realizar]
[realizar] [por]
[por] [filho]
[filho] [de]
[de] [vítima]
[vítima] [em]
[em] [1ª]
[1ª] [dp]
[dp] [de]
[de] [viamão]
[viamão] [em]
[em] [dia]
[dia] [de]
[de] [dezembro]
[dezembro] [ser]
[ser] [familiar]
[familiar] [responsável]
[responsável] [por]
[por] [encontrar]
[encontrar] [corpo]
[corpo] [estar]
[estar] [a]
[a] [metro]
[metro] [de]
[de] [casa]
[casa] [de]
[de] [vítima]
[vítima] [prender]
[prender] [a]
[a] [cipó]
[cipó] [dentro=de]
[dentro=de] [córrego]
[córrego] [ao=lado=de]
[ao=lado=de] [foice]
[foice] [perito]
[perito] [não]
[não] [encontrar]
[encontrar] [vestígio]
[vestígio] [de]
[de] [sangue]
[sangue] [em]
[em] [instrumento]
[instrumento] [agrícola]
[agrícola] [polícia]
[polícia] [não]
[não] [descartar]
[descartar] [possibilidade]
[possibilidade] [de]
[de] [homem]
[homem] [ter]
[ter] [sofrer]
[sofrer] [mal=súbito]
[mal=súbito] [morrer]
[morrer] [em]
[em] [local]
[local] [parte]
[parte] [de]
[de] [corpo]
[corpo] [sumir]
[sumir] [ser]
[ser] [justamente]
[justamente] [ficar]
[ficar] [para=fora=de]
[para=fora=de] [córrego]
[córrego] [identificação]
[identificação] [prévio]
[prévio] [ser]
[ser] [fazer]
[fazer] [a=partir=de]
[a=partir=de] [roupa]
[roupa] [usar]
[usar] [por]
[por] [vítima]
[vítima] [estar]
[estar] [em]
[em] [avançado]
[avançado] [estado]
[estado] [de]
[de] [decomposição]
[decomposição] [passar]
[passar] [por]
[por] [exame]
[exame] [de]
[de] [dna]
[dna] [para]
[para] [confirmar]
[confirmar] [identidade]
[identidade] [por=enquanto]
[por=enquanto] [caso]
[caso] [ficar]
[ficar] [com]
[com] [2ª]
[2ª] [delegacia=de=viamão]
[delegacia=de=viamão] [responsável]
[responsável] [por]
[por] [homicídio]
[homicídio] [em]
[em] [cidade]

[texto87] [crime]
[crime] [brutal]
[brutal] [polícia]
[polícia] [prender]
[prender] [jovem]
[jovem] [por]
[por] [espancar]
[espancar] [homem]
[homem] [até]
[até] [morte]
[morte] [em]
[em] [capital=crime]
[capital=crime] [acontecer]
[acontecer] [em]
[em] [setembro]
[setembro] [de]
[de] [líder]
[líder] [de]
[de] [bando]
[bando] [ser]
[ser] [sobrinho]
[sobrinho] [de]
[de] [vítima]
[vítima] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [homem]
[homem] [ser]
[ser] [prender]
[prender] [em]
[em] [manhã]
[manhã] [de]
[de] [terça-feira]
[terça-feira] [em]
[em] [ação]
[ação] [de]
[de] [4ª]
[4ª] [delegacia=de=homicídios=e=proteção]
[delegacia=de=homicídios=e=proteção] [a]
[a] [pessoa]
[pessoa] [4ª]
[4ª] [dhpp]
[dhpp] [de]
[de] [porto=alegre]
[porto=alegre] [grupo]
[grupo] [ser]
[ser] [suspeito]
[suspeito] [de]
[de] [envolvimento]
[envolvimento] [em]
[em] [assassinato]
[assassinato] [de]
[de] [homem]
[homem] [de]
[de] [ano]
[ano] [ocorrer]
[ocorrer] [em]
[em] [setembro]
[setembro] [de]
[de] [ano]
[ano] [em]
[em] [bairro=aberta=dos=morros]
[bairro=aberta=dos=morros] [em]
[em] [zona=sul]
[zona=sul] [de=acordo]
[de=acordo] [com]
[com] [titular]
[titular] [de]
[de] [4ª]
[4ª] [dhpp]
[dhpp] [delegar]
[delegar] [gabriel=bicca]
[gabriel=bicca] [roberto=campos=fontoura]
[roberto=campos=fontoura] [ano]
[ano] [ser]
[ser] [matar]
[matar] [a]
[a] [paulada]
[paulada] [em]
[em] [noite]
[noite] [de]
[de] [de]
[de] [setembro]
[setembro] [investigação]
[investigação] [revelar]
[revelar] [roberto]
[roberto] [ser]
[ser] [usuário]
[usuário] [de]
[de] [droga]
[droga] [ter]
[ter] [ser]
[ser] [matar]
[matar] [a=mando=de]
[a=mando=de] [sobrinho]
[sobrinho] [fornecedor]
[fornecedor] [de]
[de] [droga]
[droga] [ter]
[ter] [advertir]
[advertir] [tio]
[tio] [não]
[não] [querer]
[querer] [usar]
[usar] [droga]
[droga] [na=frente=de]
[na=frente=de] [casa]
[casa] [em]
[em] [viver]
[viver] [discutir]
[discutir] [tio]
[tio] [ter]
[ter] [tentar]
[tentar] [agredir]
[agredir] [rapaz]
[rapaz] [reunir]
[reunir] [cnco]
[cnco] [comparsa]
[comparsa] [invadir]
[invadir] [casa]
[casa] [de]
[de] [roberto]
[roberto] [contar]
[contar] [delegado]
[delegado] [roberto]
[roberto] [conseguir]
[conseguir] [escapar]
[escapar] [por]
[por] [janela]
[janela] [em]
[em] [fundo]
[fundo] [de]
[de] [residência]
[residência] [acabar]
[acabar] [cercar]
[cercar] [por]
[por] [bando]
[bando] [espancar]
[espancar] [até]
[até] [morte]
[morte] [sobrinho]
[sobrinho] [de]
[de] [roberto]
[roberto] [jovem]
[jovem] [ano]
[ano] [ser]
[ser] [mroar]
[mroar] [de]
[de] [bairro=aberta=dos=morros]
[bairro=aberta=dos=morros] [ter]
[ter] [prisão]
[prisão] [preventivo]
[preventivo] [decretar]
[decretar] [por]
[por] [justiça]

[texto88] [violência]
[violência] [doméstico]
[doméstico] [apreender]
[apreender] [guri]
[guri] [de]
[de] [ano]
[ano] [tentar]
[tentar] [matar]
[matar] [mãe]
[mãe] [em]
[em] [porto=alegre]
[porto=alegre] [em]
[em] [julho]
[julho] [adolescente]
[adolescente] [ter]
[ter] [despejar]
[despejar] [óleo]
[óleo] [fervente]
[fervente] [sobre]
[sobre] [mãe]
[mãe] [enquanto]
[enquanto] [dormir]
[dormir] [mulher]
[mulher] [ficar]
[ficar] [com]
[com] [seqüela]
[seqüela] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [foi]
[foi] [apreender]
[apreender] [em]
[em] [manhã]
[manhã] [de]
[de] [quinta]
[quinta] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [investigar]
[investigar] [por]
[por] [2ª]
[2ª] [delegacia=de=polícia]
[delegacia=de=polícia] [para]
[para] [adolescente=infrator]
[adolescente=infrator] [dpai]
[dpai] [de]
[de] [deca]
[deca] [por]
[por] [ter]
[ter] [tentar]
[tentar] [matar]
[matar] [mãe]
[mãe] [em]
[em] [julho]
[julho] [ser]
[ser] [encontrar]
[encontrar] [em]
[em] [bairro=restinga]
[bairro=restinga] [zona=sul]
[zona=sul] [de]
[de] [porto=alegre]
[porto=alegre] [em]
[em] [dia]
[dia] [de]
[de] [julho]
[julho] [guri]
[guri] [tentar]
[tentar] [matar]
[matar] [mãe]
[mãe] [derramar]
[derramar] [óleo]
[óleo] [de]
[de] [cozinha]
[cozinha] [fervente]
[fervente] [sobre]
[sobre] [enquanto]
[enquanto] [dormir]
[dormir] [em]
[em] [travessa=santos]
[travessa=santos] [bairro=jardim=carvalho]
[bairro=jardim=carvalho] [em]
[em] [zona=leste]
[zona=leste] [mulher]
[mulher] [ter]
[ter] [grave]
[grave] [queimadura]
[queimadura] [em]
[em] [rosto]
[rosto] [em]
[em] [costa]
[costa] [em]
[em] [peito]
[peito] [em=seguida]
[em=seguida] [menina]
[menina] [ainda]
[ainda] [ter]
[ter] [agredir]
[agredir] [mãe]
[mãe] [usar]
[usar] [pé-de-cabra]
[pé-de-cabra] [mesmo]
[mesmo] [socorrer]
[socorrer] [mulher]
[mulher] [ficar]
[ficar] [com]
[com] [seqüela]
[seqüela] [em]
[em] [movimento]
[movimento] [de]
[de] [pescoço]
[pescoço] [de]
[de] [boca]
[boca] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [andrei=vivan]
[andrei=vivan] [adolescente]
[adolescente] [responder]
[responder] [por]
[por] [tentativa]
[tentativa] [de]
[de] [homicídio]

[texto89] [colocar]
[colocar] [cartaz]
[cartaz] [faixa]
[faixa] [adesivo]
[adesivo] [indicar]
[indicar] [área]
[área] [de]
[de] [crack]
[crack] [ser]
[ser] [instalar]
[instalar] [em]
[em] [bairro=medianeira=as]
[bairro=medianeira=as] [faixa]
[faixa] [adesivo]
[adesivo] [grudar]
[grudar] [em]
[em] [poste]
[poste] [ser]
[ser] [instalar]
[instalar] [próximo=a]
[próximo=a] [rua=sepé=tiaraju]
[rua=sepé=tiaraju] [em]
[em] [bairro]
[bairro] [medianeiro]
[medianeiro] [em]
[em] [porto=alegre]
[porto=alegre] [aline=custódio]
[aline=custódio] [aline.custodio@diariogaucho.com.br]
[aline.custodio@diariogaucho.com.br] [morador]
[morador] [comerciante]
[comerciante] [de]
[de] [imediação]
[imediação] [de]
[de] [rua=sepé=tiaraju]
[rua=sepé=tiaraju] [em]
[em] [bairro=medianeira]
[bairro=medianeira] [em]
[em] [capital]
[capital] [estar]
[estar] [há]
[há] [semana]
[semana] [questionar]
[questionar] [sobre]
[sobre] [autoria]
[autoria] [de]
[de] [faixa]
[faixa] [adesivo]
[adesivo] [colar]
[colar] [em]
[em] [poste]
[poste] [em]
[em] [esquina]
[esquina] [com]
[com] [rua=professor=manoel=lobato]
[rua=professor=manoel=lobato] [em]
[em] [letras=garrafais]
[letras=garrafais] [em]
[em] [cor]
[cor] [branco]
[branco] [amarelo]
[amarelo] [com]
[com] [fundo]
[fundo] [vermelho]
[vermelho] [estar]
[estar] [escrever]
[escrever] [área]
[área] [de]
[de] [crack]
[crack] [não]
[não] [incomodar]
[incomodar] [a=menos]
[a=menos] [de]
[de] [de]
[de] [ali]
[ali] [morador]
[morador] [de]
[de] [rua]
[rua] [usuário]
[usuário] [de]
[de] [droga]
[droga] [dividir]
[dividir] [espaço]
[espaço] [em]
[em] [entroncamento]
[entroncamento] [de]
[de] [manoel=lobato]
[manoel=lobato] [com]
[com] [rua=bernardino=caetano=fraga]
[rua=bernardino=caetano=fraga] [em]
[em] [sexta-feira]
[sexta-feira] [por=volta=de]
[por=volta=de] [homem]
[homem] [mulher]
[mulher] [compartilhar]
[compartilhar] [cachimbo]
[cachimbo] [de]
[de] [crack]
[crack] [escorar]
[escorar] [em]
[em] [muro]
[muro] [de]
[de] [residência]
[residência] [não]
[não] [incomodar]
[incomodar] [ser]
[ser] [cena]
[cena] [horrível]
[horrível] [colocar]
[colocar] [cartaz]
[cartaz] [não]
[não] [ter]
[ter] [noção]
[noção] [de]
[de] [ser]
[ser] [problema]
[problema] [de]
[de] [saúde]
[saúde] [público]
[público] [falar]
[falar] [comerciante]
[comerciante] [ação]
[ação] [de]
[de] [desconhecer]
[desconhecer] [segundo]
[segundo] [mecânico]
[mecânico] [trabalhar]
[trabalhar] [próximo]
[próximo] [de]
[de] [ali]
[ali] [faixa]
[faixa] [ser]
[ser] [colocar]
[colocar] [por=volta=de]
[por=volta=de] [de]
[de] [dia]
[dia] [de]
[de] [mês]
[mês] [homem]
[homem] [usar]
[usar] [colete]
[colete] [amarelo]
[amarelo] [ser]
[ser] [responsável]
[responsável] [subir]
[subir] [a]
[a] [manoel=lobato]
[manoel=lobato] [instalar]
[instalar] [faixa]
[faixa] [voltar]
[voltar] [por]
[por] [caminho]
[caminho] [conhecer]
[conhecer] [por=aqui]
[por=aqui] [prejudicar]
[prejudicar] [morar]
[morar] [trabalhar]
[trabalhar] [em]
[em] [região]
[região] [ser]
[ser] [ser]
[ser] [usuário]
[usuário] [reclamar]
[reclamar] [mecânico]
[mecânico] [morador]
[morador] [ouvir]
[ouvir] [por]
[por] [reportagem]
[reportagem] [pedir]
[pedir] [para]
[para] [não]
[não] [ser]
[ser] [identificar]
[identificar] [não]
[não] [ser]
[ser] [só]
[só] [aqui]
[aqui] [poste]
[poste] [com]
[com] [indicação]
[indicação] [de]
[de] [área]
[área] [de]
[de] [crack]
[crack] [ficar]
[ficar] [a]
[a] [quadra]
[quadra] [de]
[de] [posta]
[posta] [de]
[de] [cruzeiro]
[cruzeiro] [por]
[por] [região]
[região] [cena]
[cena] [despertar]
[despertar] [atenção]
