@RELATION UnigramTest 

@ATTRIBUTE "P1[ser]" integer 
@ATTRIBUTE "P2[não]" integer 
@ATTRIBUTE "P3[ter]" integer 
@ATTRIBUTE "P4[time]" integer 
@ATTRIBUTE "P5[muito]" integer 
@ATTRIBUTE "P6[grêmio]" integer 
@ATTRIBUTE "P7[estar]" integer 
@ATTRIBUTE "P8[jogo]" integer 
@ATTRIBUTE "P9[colorar]" integer 
@ATTRIBUTE "P10[fazer]" integer 
@ATTRIBUTE "P11[gol]" integer 
@ATTRIBUTE "P12[técnico]" integer 
@ATTRIBUTE "P13[clube]" integer 
@ATTRIBUTE "P14[haver]" integer 
@ATTRIBUTE "P15[jogador]" integer 
@ATTRIBUTE "P16[brasileirão]" integer 
@ATTRIBUTE "P17[ano]" integer 
@ATTRIBUTE "P18[renato]" integer 
@ATTRIBUTE "P19[grande]" integer 
@ATTRIBUTE "P20[poder]" integer 
@ATTRIBUTE "P21[também]" integer 
@ATTRIBUTE "P22[jogar]" integer 
@ATTRIBUTE "P23[quando]" integer 
@ATTRIBUTE "P24[como]" integer 
@ATTRIBUTE "P25[grupo]" integer 
@ATTRIBUTE "P26[adversário]" integer 
@ATTRIBUTE "P27[dizer]" integer 
@ATTRIBUTE "P28[torcedor]" integer 
@ATTRIBUTE "P29[dever]" integer 
@ATTRIBUTE "P30[já]" integer 
@ATTRIBUTE "P31[futebol]" integer 
@ATTRIBUTE "P32[vitória]" integer 
@ATTRIBUTE "P33[momento]" integer 
@ATTRIBUTE "P34[ainda]" integer 
@ATTRIBUTE "P35[libertadores]" integer 
@ATTRIBUTE "P36[entrevista]" integer 
@ATTRIBUTE "P37[ouvir]" integer 
@ATTRIBUTE "P38[final]" integer 
@ATTRIBUTE "P39[domingo]" integer 
@ATTRIBUTE "P40[decisão]" integer 
@ATTRIBUTE "P41[goiás]" integer 
@ATTRIBUTE "P42[partida]" integer 
@ATTRIBUTE "P43[tricolor]" integer 
@ATTRIBUTE "P44[novo]" integer 
@ATTRIBUTE "P45[ficar]" integer 
@ATTRIBUTE "P46[querer]" integer 
@ATTRIBUTE "P47[último]" integer 
@ATTRIBUTE "P48[problema]" integer 
@ATTRIBUTE "P49[bom]" integer 
@ATTRIBUTE "P50[até]" integer 
@ATTRIBUTE "P51[homem]" integer 
@ATTRIBUTE "P52[matar]" integer 
@ATTRIBUTE "P53[encontrar]" integer 
@ATTRIBUTE "P54[carro]" integer 
@ATTRIBUTE "P55[crime]" integer 
@ATTRIBUTE "P56[polícia]" integer 
@ATTRIBUTE "P57[casa]" integer 
@ATTRIBUTE "P58[vítima]" integer 
@ATTRIBUTE "P59[porto=alegre]" integer 
@ATTRIBUTE "P60[morador]" integer 
@ATTRIBUTE "P61[policial]" integer 
@ATTRIBUTE "P62[suspeito]" integer 
@ATTRIBUTE "P63[tiro]" integer 
@ATTRIBUTE "P64[levar]" integer 
@ATTRIBUTE "P65[prender]" integer 
@ATTRIBUTE "P66[eduardo.torres@diariogaucho.com.br]" integer 
@ATTRIBUTE "P67[local]" integer 
@ATTRIBUTE "P68[droga]" integer 
@ATTRIBUTE "P69[crack]" integer 
@ATTRIBUTE "P70[tráfico]" integer 
@ATTRIBUTE "P71[jovem]" integer 
@ATTRIBUTE "P72[segundo]" integer 
@ATTRIBUTE "P73[homicídio]" integer 
@ATTRIBUTE "P74[veículo]" integer 
@ATTRIBUTE "P75[caso]" integer 
@ATTRIBUTE "P76[dp]" integer 
@ATTRIBUTE "P77[denúncia]" integer 
@ATTRIBUTE "P78[de=acordo]" integer 
@ATTRIBUTE "P79[corpo]" integer 
@ATTRIBUTE "P80[%]" integer 
@ATTRIBUTE "P81[investigar]" integer 
@ATTRIBUTE "P82[dia]" integer 
@ATTRIBUTE "P83[capital]" integer 
@ATTRIBUTE "P84[adolescente]" integer 
@ATTRIBUTE "P85[bpm]" integer 
@ATTRIBUTE "P86[identificar]" integer 
@ATTRIBUTE "P87[furtar]" integer 
@ATTRIBUTE "P88[2ª]" integer 
@ATTRIBUTE "P89[mãe]" integer 
@ATTRIBUTE "P90[rua]" integer 
@ATTRIBUTE "P91[prefeitura]" integer 
@ATTRIBUTE "P92[mês]" integer 
@ATTRIBUTE "P93[obra]" integer 
@ATTRIBUTE "P94[só]" integer 
@ATTRIBUTE "P95[categoria]" integer 
@ATTRIBUTE "P96[depois]" integer 
@ATTRIBUTE "P97[com.br]" integer 
@ATTRIBUTE "P98[lixo]" integer 
@ATTRIBUTE "P99[esperar]" integer 
@ATTRIBUTE "P100[@]" integer 
@ATTRIBUTE "P101[diáriogaúcho]" integer 
@ATTRIBUTE "P102[ir]" integer 
@ATTRIBUTE "P103[água]" integer 
@ATTRIBUTE "P104[esgoto]" integer 
@ATTRIBUTE "P105[família]" integer 
@ATTRIBUTE "P106[postar]" integer 
@ATTRIBUTE "P107[realizar]" integer 
@ATTRIBUTE "P108[encaminhar]" integer 
@ATTRIBUTE "P109[cirurgia]" integer 
@ATTRIBUTE "P110[via]" integer 
@ATTRIBUTE "P111[dona]" integer 
@ATTRIBUTE "P112[dar]" integer 
@ATTRIBUTE "P113[ver]" integer 
@ATTRIBUTE "P114[chuva]" integer 
@ATTRIBUTE "P115[aqui]" integer 
@ATTRIBUTE "P116[material]" integer 
@ATTRIBUTE "P117[passar]" integer 
@ATTRIBUTE "P118[onde]" integer 
@ATTRIBUTE "P119[situação]" integer 
@ATTRIBUTE "P120[r]" integer 
@ATTRIBUTE "P121[inscrição]" integer 
@ATTRIBUTE "P122[vaga]" integer 
@ATTRIBUTE "P123[curso]" integer 
@ATTRIBUTE "P124[cr]" integer 
@ATTRIBUTE "P125[salário]" integer 
@ATTRIBUTE "P126[nível]" integer 
@ATTRIBUTE "P127[prazo]" integer 
@ATTRIBUTE "P128[médio]" integer 
@ATTRIBUTE "P129[taxa]" integer 
@ATTRIBUTE "P130[trabalho]" integer 
@ATTRIBUTE "P131[oferecer]" integer 
@ATTRIBUTE "P132[cecília]" integer 
@ATTRIBUTE "P133[cÁren]" integer 
@ATTRIBUTE "P134[informação]" integer 
@ATTRIBUTE "P135[abrir]" integer 
@ATTRIBUTE "P136[baldocaren.baldo@diariogaucho.com.br]" integer 
@ATTRIBUTE "P137[alto]" integer 
@ATTRIBUTE "P138[novembro]" integer 
@ATTRIBUTE "P139[saúde]" integer 
@ATTRIBUTE "P140[dezembro]" integer 
@ATTRIBUTE "P141[gratuito]" integer 
@ATTRIBUTE "P142[cargo]" integer 
@ATTRIBUTE "P143[ensino]" integer 
@ATTRIBUTE "P144[empresa]" integer 
@ATTRIBUTE "P145[fundamental]" integer 
@ATTRIBUTE "P146[público]" integer 
@ATTRIBUTE "P147[operador]" integer 
@ATTRIBUTE "P148[participar]" integer 
@ATTRIBUTE "P149[aula]" integer 
@ATTRIBUTE "P150[centro]" integer 
@ATTRIBUTE "P151[preciso]" integer 
@ATTRIBUTE "P152[assistente]" integer 
@ATTRIBUTE "P153[mecânico]" integer 
@ATTRIBUTE "P154[unidade]" integer 
@ATTRIBUTE "P155[área]" integer 
@ATTRIBUTE "P156[servente]" integer 
@ATTRIBUTE class {esportes,policia,problema,trabalhador} 

@DATA
1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,problema
1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,problema
1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,problema
1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,problema
1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,problema
1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,problema
1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,problema
1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,problema
1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,problema
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,trabalhador
1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,trabalhador
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trabalhador
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trabalhador
1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,trabalhador
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trabalhador
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,trabalhador
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,trabalhador
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trabalhador
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,trabalhador
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,trabalhador
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,trabalhador
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,trabalhador
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,trabalhador
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,trabalhador
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,trabalhador
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,trabalhador
